image_path	question	answer	gt
V: ['/content/data/coco/val2014/COCO_val2014_000000124629.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000124629.jpg']	Is there a backpack in the image?	No, there is no backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000142774.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000142774.jpg']	Is there a boat in the image?	No, there is no boat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000142774.jpg']	Is there a motorcycle in the image?	Yes, there is a motorcycle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000142774.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000142774.jpg']	Is there a bus in the image?	Yes, there is a bus in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000142774.jpg']	Is there a train in the image?	No, there is no train in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000199959.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000199959.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000199959.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000199959.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000199959.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000199959.jpg']	Is there a toilet in the image?	No, there is no toilet	No
V: ['/content/data/coco/val2014/COCO_val2014_000000316700.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000316700.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000316700.jpg']	Is there a broccoli in the image?	No, there is no broccoli	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000316700.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000316700.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000316700.jpg']	Is there a hot dog in the image?	Yes, there is a hot dog in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000040361.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000040361.jpg']	Is there a knife in the image?	No, there is no knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000040361.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000040361.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000040361.jpg']	Is there a baseball bat in the image?	Yes, there is a baseball bat in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000040361.jpg']	Is there a backpack in the image?	No, there is no backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000378873.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000378873.jpg']	Is there a horse in the image?	No, there is no horse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000378873.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000378873.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000378873.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000378873.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574790.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574790.jpg']	Is there a teddy bear in the image?	No, there is no teddy bear	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574790.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574790.jpg']	Is there a snowboard in the image?	No, there is no snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574790.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574790.jpg']	Is there a baseball glove in the image?	No, there is no baseball glove	No
V: ['/content/data/coco/val2014/COCO_val2014_000000011241.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000011241.jpg']	Is there an apple in the image?	Yes, there is an apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000011241.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000011241.jpg']	Is there a skateboard in the image?	No, there is no skateboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000011241.jpg']	Is there a sandwich in the image?	Yes, there is a sandwich in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000011241.jpg']	Is there a cow in the image?	No, there is no cow in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000525667.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000525667.jpg']	Is there a zebra in the image?	No, there is no zebra	No
V: ['/content/data/coco/val2014/COCO_val2014_000000525667.jpg']	Is there a bicycle in the image?	Yes, there is a bicycle	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000525667.jpg']	Is there a chair in the image?	No, there is no chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000525667.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000525667.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246145.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246145.jpg']	Is there a parking meter in the image?	No, there is no parking meter	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246145.jpg']	Is there a clock in the image?	Yes, there is a clock in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246145.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246145.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246145.jpg']	Is there a hot dog in the image?	No, there is no hot dog in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000313162.jpg']	Is there a pizza in the image?	Yes, there is a pizza in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000313162.jpg']	Is there a stop sign in the image?	No, there is no stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000313162.jpg']	Is there a cup in the image?	Yes, there is a glass cup in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000313162.jpg']	Is there a bench in the image?	Yes, there is a bench in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000313162.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000313162.jpg']	Is there a remote in the image?	Yes, there is a remote control in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000529668.jpg']	Is there a person in the image?	Yes, there is a person, specifically	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000529668.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000529668.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000529668.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000529668.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000529668.jpg']	Is there a scissors in the image?	No, there are no scissors	No
V: ['/content/data/coco/val2014/COCO_val2014_000000376959.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000376959.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000376959.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000376959.jpg']	Is there a bottle in the image?	No, there is no bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000376959.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000376959.jpg']	Is there a bench in the image?	Yes, there is a bench in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000275863.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000275863.jpg']	Is there a pizza in the image?	No, there is no pizza in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000275863.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000275863.jpg']	Is there a couch in the image?	No, there is no couch in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000275863.jpg']	Is there a bench in the image?	Yes, there is a bench in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000275863.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000327038.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000327038.jpg']	Is there a keyboard in the image?	No, there is no keyboard in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000327038.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000327038.jpg']	Is there a baseball glove in the image?	No, there is no baseball glove	No
V: ['/content/data/coco/val2014/COCO_val2014_000000327038.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000327038.jpg']	Is there an orange in the image?	No, there is no orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000513136.jpg']	Is there a pizza in the image?	Yes, there is a pizza in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000513136.jpg']	Is there an orange in the image?	No, there is no orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000513136.jpg']	Is there a cup in the image?	Yes, there is a cup in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000513136.jpg']	Is there a stop sign in the image?	No, there is no stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000513136.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000513136.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000184338.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000184338.jpg']	Is there a wine glass in the image?	No, there is no wine glass in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000184338.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000184338.jpg']	Is there a mouse in the image?	No, there is no mouse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000184338.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000184338.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000175437.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000175437.jpg']	Is there a teddy bear in the image?	Yes, there is a teddy bear	No
V: ['/content/data/coco/val2014/COCO_val2014_000000175437.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000175437.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000175437.jpg']	Is there a donut in the image?	Yes, there is a man making don	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000175437.jpg']	Is there a baseball glove in the image?	No, there is no baseball glove	No
V: ['/content/data/coco/val2014/COCO_val2014_000000498100.jpg']	Is there a vase in the image?	Yes, there is a vase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000498100.jpg']	Is there a mouse in the image?	No, there is no mouse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000498100.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000498100.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000498100.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000498100.jpg']	Is there a bear in the image?	Yes, there is a bear in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000375909.jpg']	Is there a refrigerator in the image?	Yes, there is a refriger	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000375909.jpg']	Is there a car in the image?	No, there is no car in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000375909.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000375909.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000375909.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000375909.jpg']	Is there a train in the image?	No, there is no train in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000396338.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000396338.jpg']	Is there a cat in the image?	No, there is no cat in the	No
